contract_id,supplier_id,contract_value_million,contract_type,award_date,expected_duration_months,status
CTR02731,SUP0330,2.4,R&D,2020-07-16,26,delayed
CTR02732,SUP0089,9.47,R&D,2021-01-17,40,delayed
CTR02733,SUP0255,2.02,Tech Services,2023-10-01,54,active
CTR02734,SUP0370,13.77,Sustainment,2023-09-22,34,delayed
CTR02735,SUP0182,2.51,Production,2022-09-16,12,completed
CTR02736,SUP0492,0.42,Sustainment,2022-02-03,34,active
CTR02737,SUP0164,5.07,R&D,2024-01-19,58,completed
CTR02738,SUP0249,3.98,R&D,2022-02-22,42,completed
CTR02739,SUP0181,5.19,Sustainment,2023-06-27,28,delayed
CTR02740,SUP0412,10.59,R&D,2021-11-30,38,delayed
CTR02741,SUP0142,5.24,Production,2024-08-29,13,terminated
CTR02742,SUP0294,3.31,Tech Services,2022-05-04,17,completed
CTR02743,SUP0485,6.81,Sustainment,2022-05-13,51,delayed
CTR02744,SUP0330,3.91,Production,2024-05-08,53,completed
CTR02745,SUP0261,1.84,Production,2021-04-06,15,terminated
CTR02746,SUP0153,7.59,R&D,2022-06-11,20,completed
CTR02747,SUP0189,0.88,Production,2023-07-20,58,active
CTR02748,SUP0426,4.39,Sustainment,2025-01-11,29,terminated
CTR02749,SUP0216,7.47,Production,2020-09-06,31,terminated
CTR02750,SUP0138,4.6,Tech Services,2022-07-07,52,completed
CTR02751,SUP0234,4.18,Production,2020-10-31,47,completed
CTR02752,SUP0259,4.89,Production,2023-04-02,58,delayed
CTR02753,SUP0153,2.19,Tech Services,2020-10-01,44,active
CTR02754,SUP0221,7.25,Production,2023-02-01,8,terminated
CTR02755,SUP0138,0.8,Production,2024-12-16,7,terminated
CTR02756,SUP0386,0.48,R&D,2021-06-18,11,terminated
CTR02757,SUP0407,1.18,Sustainment,2022-09-12,26,delayed
CTR02758,SUP0197,2.65,R&D,2020-10-08,14,active
CTR02759,SUP0429,2.5,Sustainment,2024-03-10,15,terminated
CTR02760,SUP0185,6.01,Tech Services,2024-01-22,41,terminated
CTR02761,SUP0081,1.81,Tech Services,2024-06-25,8,delayed
CTR02762,SUP0234,2.32,Tech Services,2022-10-19,46,completed
CTR02763,SUP0332,0.05,Sustainment,2024-03-19,29,terminated
CTR02764,SUP0204,1.85,Sustainment,2024-05-05,27,active
CTR02765,SUP0493,3.65,Sustainment,2024-12-12,54,active
CTR02766,SUP0225,0.05,Tech Services,2022-10-22,19,active
CTR02767,SUP0041,1.15,Sustainment,2020-11-05,47,active
CTR02768,SUP0456,0.82,Production,2021-09-21,50,delayed
CTR02769,SUP0298,0.15,R&D,2024-11-06,49,terminated
CTR02770,SUP0403,2.28,Tech Services,2022-01-08,32,delayed
CTR02771,SUP0023,0.7,R&D,2022-11-21,38,active
CTR02772,SUP0403,4.76,Production,2024-09-14,27,active
CTR02773,SUP0046,6.59,Sustainment,2023-03-07,34,active
CTR02774,SUP0107,2.76,R&D,2022-03-10,24,delayed
CTR02775,SUP0408,14.0,Production,2021-04-26,24,active
CTR02776,SUP0475,2.1,Production,2023-08-08,11,terminated
CTR02777,SUP0384,2.52,R&D,2023-07-30,50,active
CTR02778,SUP0198,15.85,Tech Services,2021-05-30,24,terminated
CTR02779,SUP0007,0.92,R&D,2024-03-24,18,terminated
CTR02780,SUP0249,10.0,Tech Services,2023-09-02,31,active
CTR02781,SUP0301,0.15,Sustainment,2021-10-30,27,delayed
CTR02782,SUP0017,2.07,Tech Services,2024-03-29,26,completed
CTR02783,SUP0078,0.25,Sustainment,2023-11-18,41,completed
CTR02784,SUP0334,4.57,R&D,2022-12-22,7,terminated
CTR02785,SUP0161,3.28,Sustainment,2023-12-01,52,delayed
CTR02786,SUP0052,4.29,Production,2023-09-20,49,completed
CTR02787,SUP0362,1.64,Sustainment,2024-10-24,35,active
CTR02788,SUP0482,1.61,Tech Services,2023-02-17,32,active
CTR02789,SUP0157,0.16,Tech Services,2024-02-18,12,terminated
CTR02790,SUP0071,1.51,Tech Services,2023-07-18,25,delayed
CTR02791,SUP0318,9.27,Sustainment,2022-04-23,55,delayed
CTR02792,SUP0365,1.67,Tech Services,2020-07-22,36,completed
CTR02793,SUP0180,6.23,Tech Services,2024-10-28,28,completed
CTR02794,SUP0269,6.47,Production,2024-01-26,18,active
CTR02795,SUP0203,1.64,Sustainment,2021-05-01,22,terminated
CTR02796,SUP0116,3.5,Production,2021-05-30,9,delayed
CTR02797,SUP0368,0.35,Tech Services,2021-06-10,19,completed
CTR02798,SUP0208,0.38,Tech Services,2023-12-01,25,completed
CTR02799,SUP0093,0.17,Tech Services,2021-02-19,18,terminated
CTR02800,SUP0430,3.04,Sustainment,2024-07-07,8,terminated
CTR02801,SUP0170,1.94,R&D,2022-11-05,31,active
CTR02802,SUP0470,2.78,Tech Services,2022-12-03,31,terminated
CTR02803,SUP0077,2.58,Tech Services,2025-02-23,23,active
CTR02804,SUP0288,1.51,Tech Services,2020-08-26,37,active
CTR02805,SUP0106,3.96,Tech Services,2024-05-09,19,terminated
CTR02806,SUP0220,4.97,Sustainment,2024-06-01,52,terminated
CTR02807,SUP0360,0.05,R&D,2025-04-14,8,terminated
CTR02808,SUP0391,0.81,R&D,2024-04-10,6,terminated
CTR02809,SUP0437,4.37,R&D,2022-10-05,31,terminated
CTR02810,SUP0359,1.71,Tech Services,2024-11-03,29,active
CTR02811,SUP0435,3.8,Tech Services,2021-07-17,54,completed
CTR02812,SUP0240,1.49,R&D,2024-04-08,40,delayed
CTR02813,SUP0150,1.73,R&D,2020-08-01,19,delayed
CTR02814,SUP0442,0.6,Tech Services,2025-01-15,8,active
CTR02815,SUP0446,1.05,Tech Services,2020-05-20,18,active
CTR02816,SUP0099,3.25,Production,2022-05-21,52,completed
CTR02817,SUP0178,1.99,Production,2023-03-15,55,terminated
CTR02818,SUP0031,5.21,Production,2024-08-20,19,active
CTR02819,SUP0322,6.7,R&D,2023-12-21,26,delayed
CTR02820,SUP0105,2.73,Sustainment,2024-02-22,31,terminated
CTR02821,SUP0393,4.97,Tech Services,2023-08-19,8,active
CTR02822,SUP0487,1.28,Production,2024-06-29,56,terminated
CTR02823,SUP0284,1.88,Sustainment,2025-04-05,45,delayed
CTR02824,SUP0252,4.37,Tech Services,2023-01-22,9,terminated
CTR02825,SUP0030,1.71,Sustainment,2024-12-06,41,active
CTR02826,SUP0155,3.11,R&D,2021-07-01,56,active
CTR02827,SUP0089,0.72,R&D,2022-01-02,48,delayed
CTR02828,SUP0029,3.21,R&D,2022-06-05,6,completed
CTR02829,SUP0386,6.92,Production,2021-08-06,45,completed
CTR02830,SUP0383,7.1,Tech Services,2022-01-02,52,terminated
CTR02831,SUP0408,4.51,R&D,2021-04-02,38,active
CTR02832,SUP0241,4.79,Production,2024-01-27,12,active
CTR02833,SUP0183,2.86,Production,2024-11-25,58,delayed
CTR02834,SUP0307,3.08,Production,2020-10-24,57,delayed
CTR02835,SUP0132,0.5,Production,2021-11-08,57,active
CTR02836,SUP0381,2.05,R&D,2025-03-04,16,delayed
CTR02837,SUP0016,2.1,Production,2023-04-10,32,completed
CTR02838,SUP0426,11.14,R&D,2025-04-01,19,completed
CTR02839,SUP0134,1.97,R&D,2022-11-11,27,terminated
CTR02840,SUP0369,2.79,Production,2024-09-14,21,delayed
CTR02841,SUP0005,2.67,R&D,2022-12-23,51,terminated
CTR02842,SUP0010,3.54,Tech Services,2023-10-01,17,delayed
CTR02843,SUP0051,4.83,Tech Services,2022-06-21,54,delayed
CTR02844,SUP0241,0.89,Sustainment,2021-05-25,51,completed
CTR02845,SUP0217,2.63,Tech Services,2022-04-03,15,active
CTR02846,SUP0131,6.12,R&D,2021-10-08,29,delayed
CTR02847,SUP0472,2.18,R&D,2020-10-19,51,delayed
CTR02848,SUP0296,1.14,Tech Services,2024-06-21,23,delayed
CTR02849,SUP0403,3.72,Production,2022-12-22,27,active
CTR02850,SUP0463,6.08,Production,2020-08-29,14,terminated
CTR02851,SUP0326,0.23,R&D,2025-01-21,22,terminated
CTR02852,SUP0067,5.25,Production,2024-07-22,43,delayed
CTR02853,SUP0393,6.03,Sustainment,2024-09-30,45,delayed
CTR02854,SUP0432,2.17,Sustainment,2024-12-11,18,terminated
CTR02855,SUP0018,14.32,Tech Services,2024-12-11,55,terminated
CTR02856,SUP0019,5.41,Tech Services,2021-10-09,42,completed
CTR02857,SUP0276,5.2,Production,2023-07-04,11,delayed
CTR02858,SUP0066,4.82,R&D,2024-02-25,26,terminated
CTR02859,SUP0449,0.57,Tech Services,2025-04-20,56,completed
CTR02860,SUP0114,0.86,Sustainment,2020-07-27,41,active
CTR02861,SUP0016,2.18,Tech Services,2023-05-10,12,delayed
CTR02862,SUP0061,1.07,Tech Services,2021-07-19,41,terminated
CTR02863,SUP0373,1.88,Sustainment,2024-06-03,30,delayed
CTR02864,SUP0075,7.68,R&D,2024-02-22,16,completed
CTR02865,SUP0202,6.09,Tech Services,2025-04-06,49,terminated
CTR02866,SUP0034,3.48,Tech Services,2021-12-02,19,active
CTR02867,SUP0489,6.83,Tech Services,2023-02-27,50,active
CTR02868,SUP0086,5.36,Production,2023-01-17,34,completed
CTR02869,SUP0066,1.96,Tech Services,2020-08-09,15,active
CTR02870,SUP0284,0.79,Sustainment,2022-10-09,55,active
CTR02871,SUP0009,2.53,R&D,2024-03-10,53,active
CTR02872,SUP0372,4.66,R&D,2021-04-20,10,active
CTR02873,SUP0354,2.01,Sustainment,2021-09-29,13,active
CTR02874,SUP0487,3.85,Production,2024-07-09,51,active
CTR02875,SUP0067,0.35,Sustainment,2021-03-14,10,active
CTR02876,SUP0428,4.82,R&D,2022-04-18,29,terminated
CTR02877,SUP0500,5.86,Sustainment,2020-12-06,45,active
CTR02878,SUP0408,4.29,Production,2023-10-29,31,terminated
CTR02879,SUP0137,11.97,R&D,2023-12-05,11,delayed
CTR02880,SUP0120,6.13,Production,2022-10-15,21,completed
CTR02881,SUP0045,8.17,Sustainment,2023-07-29,41,active
CTR02882,SUP0478,9.49,Tech Services,2020-08-28,17,completed
CTR02883,SUP0432,5.66,Sustainment,2024-11-05,16,active
CTR02884,SUP0109,3.93,Production,2020-08-06,8,terminated
CTR02885,SUP0113,0.02,Sustainment,2023-08-24,49,active
CTR02886,SUP0187,2.19,Tech Services,2023-06-21,42,delayed
CTR02887,SUP0116,2.96,Production,2022-05-09,11,completed
CTR02888,SUP0350,1.27,Sustainment,2021-12-17,24,completed
CTR02889,SUP0292,1.34,Production,2023-02-28,23,delayed
CTR02890,SUP0473,11.37,Production,2021-08-15,21,terminated
CTR02891,SUP0317,7.78,R&D,2023-01-01,28,terminated
CTR02892,SUP0045,6.62,R&D,2024-10-05,48,delayed
CTR02893,SUP0225,1.82,Production,2021-03-12,42,completed
CTR02894,SUP0060,0.05,Sustainment,2023-08-16,14,active
CTR02895,SUP0313,0.29,Sustainment,2022-12-24,8,terminated
CTR02896,SUP0286,1.31,Sustainment,2020-10-25,13,active
CTR02897,SUP0263,0.06,Tech Services,2025-04-21,43,completed
CTR02898,SUP0187,0.06,Production,2024-09-09,9,active
CTR02899,SUP0144,8.69,Production,2020-05-29,17,delayed
CTR02900,SUP0014,4.29,Tech Services,2025-03-10,49,terminated
CTR02901,SUP0474,1.29,Production,2023-01-17,36,terminated
CTR02902,SUP0201,0.5,Production,2020-09-05,30,delayed
CTR02903,SUP0092,2.51,Tech Services,2025-02-09,58,delayed
CTR02904,SUP0137,0.02,R&D,2024-06-06,21,terminated
CTR02905,SUP0487,9.76,Production,2024-12-07,47,terminated
CTR02906,SUP0050,1.88,Tech Services,2022-10-11,59,terminated
CTR02907,SUP0491,1.8,Sustainment,2022-12-16,19,completed
CTR02908,SUP0361,1.73,R&D,2020-10-21,18,completed
CTR02909,SUP0236,0.25,Sustainment,2024-08-27,46,completed
CTR02910,SUP0326,3.56,Production,2020-05-28,12,active
CTR02911,SUP0229,4.62,R&D,2023-11-04,17,completed
CTR02912,SUP0486,3.95,Tech Services,2024-02-13,42,terminated
CTR02913,SUP0274,0.52,Production,2024-04-12,55,completed
CTR02914,SUP0256,3.03,Tech Services,2020-06-12,9,terminated
CTR02915,SUP0228,2.95,R&D,2021-04-07,7,delayed
CTR02916,SUP0099,7.1,Sustainment,2021-08-21,40,active
CTR02917,SUP0423,1.67,Production,2024-02-10,49,active
CTR02918,SUP0449,1.63,Production,2021-03-26,8,delayed
CTR02919,SUP0172,3.37,Tech Services,2024-01-24,9,terminated
CTR02920,SUP0345,3.51,R&D,2021-07-21,43,active
CTR02921,SUP0184,2.22,Tech Services,2021-04-13,17,completed
CTR02922,SUP0154,2.05,R&D,2020-08-27,24,terminated
CTR02923,SUP0485,2.39,Production,2022-03-14,15,active
CTR02924,SUP0229,6.91,R&D,2024-09-20,6,delayed
CTR02925,SUP0181,2.16,Production,2023-07-07,22,terminated
CTR02926,SUP0248,9.84,R&D,2024-11-02,21,active
CTR02927,SUP0177,2.45,Sustainment,2024-06-03,14,delayed
CTR02928,SUP0132,10.43,R&D,2020-12-18,58,terminated
CTR02929,SUP0317,6.26,Sustainment,2023-12-05,14,completed
CTR02930,SUP0209,1.58,R&D,2022-11-20,14,terminated
CTR02931,SUP0040,6.97,R&D,2024-01-18,17,completed
CTR02932,SUP0238,0.41,Tech Services,2023-07-01,46,terminated
CTR02933,SUP0352,9.07,Tech Services,2024-05-21,20,delayed
CTR02934,SUP0329,3.5,Production,2025-02-23,7,completed
CTR02935,SUP0233,0.2,Tech Services,2024-05-15,16,completed
CTR02936,SUP0236,3.62,R&D,2024-10-08,16,terminated
CTR02937,SUP0333,12.81,Tech Services,2022-09-28,13,active
CTR02938,SUP0261,0.25,R&D,2024-02-17,37,completed
CTR02939,SUP0234,2.83,Sustainment,2023-05-14,11,terminated
CTR02940,SUP0248,4.82,R&D,2024-05-02,58,delayed
CTR02941,SUP0210,5.82,Production,2020-10-07,25,terminated
CTR02942,SUP0143,1.87,Sustainment,2024-08-25,44,terminated
CTR02943,SUP0199,0.8,Production,2020-06-18,40,completed
CTR02944,SUP0363,0.15,Production,2023-11-19,13,active
CTR02945,SUP0329,3.03,Production,2025-05-08,55,delayed
CTR02946,SUP0063,2.11,Tech Services,2025-05-10,54,completed
CTR02947,SUP0265,10.4,Production,2023-04-15,48,completed
CTR02948,SUP0264,0.22,Sustainment,2020-08-27,39,completed
CTR02949,SUP0066,4.05,R&D,2023-10-10,58,delayed
CTR02950,SUP0203,0.09,Production,2023-09-11,24,active
CTR02951,SUP0088,0.66,Sustainment,2025-04-29,12,delayed
CTR02952,SUP0359,2.12,Production,2023-11-11,36,delayed
CTR02953,SUP0087,2.12,R&D,2024-06-06,23,active
CTR02954,SUP0005,4.05,Sustainment,2023-08-16,45,delayed
CTR02955,SUP0235,8.44,Sustainment,2023-05-20,19,terminated
CTR02956,SUP0468,3.57,R&D,2025-01-01,44,delayed
CTR02957,SUP0075,10.74,Sustainment,2022-12-22,58,completed
CTR02958,SUP0102,7.47,R&D,2023-09-22,41,delayed
CTR02959,SUP0001,3.07,Sustainment,2022-04-25,22,completed
CTR02960,SUP0430,6.28,Sustainment,2023-10-28,42,delayed
CTR02961,SUP0377,3.6,R&D,2023-12-19,49,completed
CTR02962,SUP0217,0.29,R&D,2022-05-01,14,completed
CTR02963,SUP0201,4.72,Sustainment,2025-04-10,25,completed
CTR02964,SUP0081,0.35,Sustainment,2020-09-27,50,active
CTR02965,SUP0054,3.16,R&D,2024-05-29,33,delayed
CTR02966,SUP0466,4.24,Tech Services,2022-04-06,55,delayed
CTR02967,SUP0444,0.24,R&D,2024-07-24,25,terminated
CTR02968,SUP0079,0.92,Sustainment,2023-03-29,46,terminated
CTR02969,SUP0421,8.66,Sustainment,2025-04-01,41,terminated
CTR02970,SUP0429,3.35,Sustainment,2020-11-03,58,delayed
CTR02971,SUP0216,0.99,R&D,2021-11-18,32,active
CTR02972,SUP0022,4.11,Sustainment,2023-02-18,13,completed
CTR02973,SUP0156,3.18,Tech Services,2023-05-08,37,delayed
CTR02974,SUP0370,2.44,Production,2021-05-24,6,active
CTR02975,SUP0282,13.08,Tech Services,2022-05-07,22,active
CTR02976,SUP0270,4.03,R&D,2025-02-17,14,delayed
CTR02977,SUP0079,1.65,Sustainment,2020-05-30,25,completed
CTR02978,SUP0123,5.63,R&D,2024-11-04,50,active
CTR02979,SUP0430,7.56,Production,2022-08-10,37,delayed
CTR02980,SUP0194,0.47,R&D,2024-11-05,7,completed
CTR02981,SUP0369,0.78,Sustainment,2021-11-29,37,terminated
CTR02982,SUP0452,0.85,Production,2021-03-17,50,active
CTR02983,SUP0032,4.11,Production,2024-07-05,14,active
CTR02984,SUP0177,3.23,Sustainment,2024-05-25,35,delayed
CTR02985,SUP0076,3.38,Sustainment,2023-09-30,25,delayed
CTR02986,SUP0388,9.89,Sustainment,2022-05-28,43,completed
CTR02987,SUP0397,5.24,R&D,2024-05-01,6,terminated
CTR02988,SUP0445,0.48,Tech Services,2022-07-23,10,terminated
CTR02989,SUP0131,1.49,R&D,2023-04-11,40,delayed
CTR02990,SUP0289,2.0,R&D,2020-09-03,41,delayed
CTR02991,SUP0231,1.76,Tech Services,2025-02-17,6,completed
CTR02992,SUP0215,3.87,Sustainment,2020-12-11,19,delayed
CTR02993,SUP0496,7.79,Sustainment,2021-11-25,14,completed
CTR02994,SUP0050,1.28,Tech Services,2023-12-20,35,completed
CTR02995,SUP0266,2.81,Tech Services,2020-05-26,29,terminated
CTR02996,SUP0058,5.45,R&D,2020-10-05,9,completed
CTR02997,SUP0199,1.88,Production,2025-02-27,55,terminated
CTR02998,SUP0109,0.64,Tech Services,2022-11-12,19,terminated
CTR02999,SUP0035,2.25,R&D,2025-01-26,30,terminated
CTR03000,SUP0361,0.2,Production,2021-12-16,9,delayed
CTR03001,SUP0075,9.99,Sustainment,2025-04-05,30,terminated
CTR03002,SUP0318,0.27,Sustainment,2022-10-11,15,completed
CTR03003,SUP0402,2.02,R&D,2023-07-05,40,delayed
CTR03004,SUP0309,2.64,R&D,2022-07-26,12,completed
CTR03005,SUP0275,14.77,Tech Services,2023-01-31,47,delayed
CTR03006,SUP0165,0.64,Sustainment,2020-10-23,18,completed
CTR03007,SUP0374,0.43,R&D,2024-07-21,9,active
CTR03008,SUP0182,0.03,Sustainment,2022-11-26,55,active
CTR03009,SUP0027,0.59,Sustainment,2025-01-23,48,active
CTR03010,SUP0413,0.81,Tech Services,2024-09-22,41,completed
CTR03011,SUP0391,3.49,Production,2021-01-12,19,delayed
CTR03012,SUP0486,0.87,Tech Services,2022-02-25,23,terminated
CTR03013,SUP0264,0.07,R&D,2022-12-05,13,terminated
CTR03014,SUP0393,6.13,Tech Services,2023-08-25,37,completed
CTR03015,SUP0490,1.59,Tech Services,2020-07-21,32,completed
CTR03016,SUP0044,1.53,Sustainment,2021-11-09,47,completed
CTR03017,SUP0212,1.26,Tech Services,2024-02-23,42,completed
CTR03018,SUP0007,12.96,R&D,2024-12-02,28,terminated
CTR03019,SUP0061,0.65,Production,2025-03-15,12,delayed
CTR03020,SUP0129,8.0,Tech Services,2023-01-07,17,terminated
CTR03021,SUP0447,5.25,Tech Services,2021-11-08,30,completed
CTR03022,SUP0186,0.28,Production,2020-12-24,8,active
CTR03023,SUP0385,15.13,R&D,2023-03-11,31,terminated
CTR03024,SUP0166,1.11,R&D,2021-12-26,9,active
CTR03025,SUP0298,0.36,Tech Services,2024-12-15,47,active
CTR03026,SUP0387,6.19,Sustainment,2025-02-28,41,completed
CTR03027,SUP0220,4.29,Tech Services,2024-03-05,20,terminated
CTR03028,SUP0154,3.36,Production,2023-02-03,37,delayed
CTR03029,SUP0071,0.59,Production,2024-04-05,34,terminated
CTR03030,SUP0114,2.28,Production,2020-08-20,15,delayed
CTR03031,SUP0327,5.31,Tech Services,2023-12-23,26,delayed
CTR03032,SUP0216,1.27,Tech Services,2023-07-01,59,completed
CTR03033,SUP0488,1.31,R&D,2022-02-02,21,delayed
CTR03034,SUP0041,0.01,Sustainment,2023-06-01,52,terminated
CTR03035,SUP0008,0.67,Tech Services,2021-03-07,24,terminated
CTR03036,SUP0341,7.29,R&D,2023-03-31,34,active
CTR03037,SUP0153,2.04,Tech Services,2022-01-11,57,delayed
CTR03038,SUP0170,14.52,R&D,2020-10-08,56,completed
CTR03039,SUP0401,1.76,R&D,2023-12-22,23,completed
CTR03040,SUP0317,4.4,Sustainment,2023-06-12,49,terminated
CTR03041,SUP0409,1.16,Tech Services,2022-08-27,21,delayed
CTR03042,SUP0426,1.58,R&D,2024-04-15,6,completed
CTR03043,SUP0343,0.74,Production,2021-05-05,53,delayed
CTR03044,SUP0215,1.49,Production,2023-10-24,7,delayed
CTR03045,SUP0165,2.77,Production,2021-02-01,20,active
CTR03046,SUP0426,16.8,Sustainment,2020-07-09,44,completed
CTR03047,SUP0489,3.82,R&D,2025-02-02,33,active
CTR03048,SUP0374,0.78,Sustainment,2022-09-24,6,completed
CTR03049,SUP0036,0.16,Tech Services,2023-07-22,10,delayed
CTR03050,SUP0110,0.47,Tech Services,2020-05-27,47,completed
CTR03051,SUP0094,2.89,R&D,2024-08-02,27,terminated
CTR03052,SUP0390,5.07,Production,2024-08-02,58,delayed
CTR03053,SUP0173,9.87,R&D,2023-09-01,41,completed
CTR03054,SUP0244,0.06,R&D,2021-11-08,51,active
CTR03055,SUP0362,2.59,R&D,2021-04-14,18,active
CTR03056,SUP0322,2.23,Sustainment,2023-04-29,6,delayed
CTR03057,SUP0342,3.74,Tech Services,2025-03-23,21,active
CTR03058,SUP0204,2.87,R&D,2021-01-16,46,delayed
CTR03059,SUP0483,4.07,R&D,2022-06-22,27,delayed
CTR03060,SUP0218,3.76,R&D,2024-02-03,37,delayed
CTR03061,SUP0071,0.44,Sustainment,2020-05-17,21,completed
CTR03062,SUP0451,5.63,Sustainment,2023-04-14,56,delayed
CTR03063,SUP0252,0.46,Sustainment,2022-02-22,20,active
CTR03064,SUP0368,4.2,R&D,2021-06-09,51,terminated
CTR03065,SUP0242,1.88,Production,2023-12-05,57,completed
CTR03066,SUP0104,2.52,Production,2025-03-15,47,active
CTR03067,SUP0306,8.18,Production,2022-08-26,58,delayed
CTR03068,SUP0470,7.72,Tech Services,2024-09-23,17,delayed
CTR03069,SUP0222,5.96,R&D,2023-10-30,6,terminated
CTR03070,SUP0159,2.5,Production,2022-05-25,58,active
CTR03071,SUP0435,4.66,Production,2023-10-26,22,completed
CTR03072,SUP0424,2.52,Production,2023-01-14,46,active
CTR03073,SUP0274,7.13,R&D,2022-11-20,56,delayed
CTR03074,SUP0199,1.8,Production,2024-04-12,55,completed
CTR03075,SUP0484,12.3,Production,2024-03-02,33,delayed
CTR03076,SUP0092,9.43,R&D,2023-05-21,12,delayed
CTR03077,SUP0375,4.74,Tech Services,2024-06-09,14,active
CTR03078,SUP0005,1.15,Sustainment,2025-03-02,27,terminated
CTR03079,SUP0452,0.49,Production,2022-07-10,31,delayed
CTR03080,SUP0383,6.75,Sustainment,2023-02-01,58,active
CTR03081,SUP0080,0.63,Tech Services,2022-08-05,17,completed
CTR03082,SUP0046,6.74,Tech Services,2022-05-19,12,terminated
CTR03083,SUP0361,2.36,Production,2024-06-24,51,delayed
CTR03084,SUP0433,1.83,R&D,2024-03-12,52,delayed
CTR03085,SUP0122,8.17,Tech Services,2021-01-27,20,completed
CTR03086,SUP0202,3.24,Sustainment,2024-03-26,43,active
CTR03087,SUP0397,3.01,Sustainment,2022-11-01,26,delayed
CTR03088,SUP0281,2.86,Sustainment,2022-09-28,19,completed
CTR03089,SUP0038,1.62,Sustainment,2024-08-08,7,delayed
CTR03090,SUP0385,5.39,Tech Services,2022-10-31,13,active
CTR03091,SUP0010,1.02,Production,2022-05-06,50,terminated
CTR03092,SUP0232,9.78,Production,2022-05-03,11,active
CTR03093,SUP0375,7.85,Sustainment,2020-07-23,42,active
CTR03094,SUP0261,1.44,Production,2023-03-10,42,active
CTR03095,SUP0320,4.58,Sustainment,2025-01-01,38,completed
CTR03096,SUP0024,2.98,Sustainment,2022-01-17,46,delayed
CTR03097,SUP0141,1.44,R&D,2020-06-16,11,terminated
CTR03098,SUP0295,15.64,Tech Services,2024-10-07,57,completed
CTR03099,SUP0169,0.09,Tech Services,2021-04-20,31,active
CTR03100,SUP0187,1.02,Sustainment,2022-04-11,44,terminated
CTR03101,SUP0106,2.57,Tech Services,2023-09-03,46,active
CTR03102,SUP0492,2.58,Production,2024-11-28,42,active
CTR03103,SUP0404,3.11,Sustainment,2021-05-01,19,active
CTR03104,SUP0100,4.88,R&D,2024-04-04,42,terminated
CTR03105,SUP0250,3.42,Production,2025-04-07,13,delayed
CTR03106,SUP0362,3.21,R&D,2022-10-13,44,active
CTR03107,SUP0394,0.19,R&D,2023-09-15,18,delayed
CTR03108,SUP0274,1.65,Tech Services,2020-08-21,18,terminated
CTR03109,SUP0200,0.92,Tech Services,2024-04-10,45,terminated
CTR03110,SUP0337,1.08,Sustainment,2020-08-12,48,active
CTR03111,SUP0200,2.83,Tech Services,2022-02-04,33,delayed
CTR03112,SUP0035,0.78,R&D,2025-03-05,23,delayed
CTR03113,SUP0355,1.22,R&D,2023-04-03,24,active
CTR03114,SUP0086,0.95,Production,2021-11-23,43,completed
CTR03115,SUP0424,10.38,R&D,2022-02-04,37,completed
CTR03116,SUP0392,10.13,Sustainment,2022-03-17,27,terminated
CTR03117,SUP0102,3.3,Sustainment,2023-12-20,7,terminated
CTR03118,SUP0491,9.04,Tech Services,2024-09-29,18,completed
CTR03119,SUP0449,5.39,Tech Services,2024-08-14,28,completed
CTR03120,SUP0276,3.12,Tech Services,2024-04-04,30,completed
CTR03121,SUP0204,0.02,Sustainment,2025-02-09,33,active
CTR03122,SUP0167,5.18,R&D,2024-09-22,16,active
CTR03123,SUP0132,4.24,Tech Services,2021-10-03,38,active
CTR03124,SUP0220,3.34,Production,2020-12-01,29,active
CTR03125,SUP0488,5.0,Tech Services,2020-08-26,7,active
CTR03126,SUP0109,2.52,Sustainment,2024-03-02,35,active
